Channel_number,Emission,Type,time,comp,Totalbio,d1_time,intensity1,Leaf3
89,13.9395,a,8.166666667,DMNT,1,1,1,1
89,6.81008,a,8.333333333,DMNT,1,1,1,1
89,1.00E-08,a,8.5,DMNT,1,1,1,1
89,9.46492,a,8.666666667,DMNT,1,1,1,1
89,12.5088,a,8.833333333,DMNT,1,1,1,1
89,10.906,a,9,DMNT,1,1,1,1
89,12.0574,a,9.166666667,DMNT,1,1,1,1
90,3.51507,l3,-0.666666667,DMNT,1,1,1,1
90,4.86397,l3,-0.5,DMNT,1,1,1,1
90,10.5854,l3,-0.333333333,DMNT,1,1,1,1
90,8.40279,l3,-0.166666667,DMNT,1,1,1,1
90,1.00E-08,l3,0,DMNT,1,1,1,1
90,1.00E-08,l3,0.166666667,DMNT,1,1,1,1
90,11.7483,l3,0.333333333,DMNT,1,1,1,1
90,1.00E-08,l3,0.5,DMNT,1,1,1,1
90,12.5924,l3,0.666666667,DMNT,1,1,1,1
90,8.60669,l3,0.833333333,DMNT,1,1,1,1
90,22.0037,l3,1,DMNT,1,1,1,1
90,33.7954,l3,1.166666667,DMNT,1,1,1,1
90,66.6681,l3,1.333333333,DMNT,1,1,1,1
90,167.746,l3,1.5,DMNT,1,1,1,1
90,292.006,l3,1.666666667,DMNT,1,1,1,1
90,532.706,l3,1.833333333,DMNT,1,1,1,1
90,716.886,l3,2,DMNT,1,1,1,1
90,962.529,l3,2.166666667,DMNT,1,1,1,1
90,1196.1,l3,2.333333333,DMNT,1,1,1,1
90,1357.68,l3,2.5,DMNT,1,1,1,1
90,1573.48,l3,2.666666667,DMNT,1,1,1,1
90,1607.06,l3,2.833333333,DMNT,1,1,1,1
90,1624.62,l3,3,DMNT,1,1,1,1
90,1609.39,l3,3.166666667,DMNT,1,1,1,1
90,1376.8,l3,3.333333333,DMNT,1,1,1,1
90,1374.42,l3,3.5,DMNT,1,1,1,1
90,1405.4,l3,3.666666667,DMNT,1,1,1,1
90,1307.74,l3,3.833333333,DMNT,1,1,1,1
90,1176.82,l3,4,DMNT,1,1,1,1
90,1217.39,l3,4.166666667,DMNT,1,1,1,1
90,1145.91,l3,4.333333333,DMNT,1,1,1,1
90,1007.67,l3,4.5,DMNT,1,1,1,1
90,1080.73,l3,4.666666667,DMNT,1,1,1,1
90,1023.02,l3,4.833333333,DMNT,1,1,1,1
90,779.814,l3,5,DMNT,1,1,1,1
90,910.549,l3,5.166666667,DMNT,1,1,1,1
90,817.887,l3,5.333333333,DMNT,1,1,1,1
90,712.307,l3,5.5,DMNT,1,1,1,1
90,741.358,l3,5.666666667,DMNT,1,1,1,1
90,672.446,l3,5.833333333,DMNT,1,1,1,1
90,613.379,l3,6,DMNT,1,1,1,1
90,603.526,l3,6.166666667,DMNT,1,1,1,1
90,497.445,l3,6.333333333,DMNT,1,1,1,1
90,520.866,l3,6.5,DMNT,1,1,1,1
90,491.615,l3,6.666666667,DMNT,1,1,1,1
90,466.154,l3,6.833333333,DMNT,1,1,1,1
90,453.832,l3,7,DMNT,1,1,1,1
90,396.233,l3,7.166666667,DMNT,1,1,1,1
90,401.314,l3,7.333333333,DMNT,1,1,1,1
90,373.771,l3,7.5,DMNT,1,1,1,1
90,370.306,l3,7.666666667,DMNT,1,1,1,1
90,336.76,l3,7.833333333,DMNT,1,1,1,1
90,297.167,l3,8,DMNT,1,1,1,1
90,307.156,l3,8.166666667,DMNT,1,1,1,1
90,278.026,l3,8.333333333,DMNT,1,1,1,1
90,287.921,l3,8.5,DMNT,1,1,1,1
90,270.041,l3,8.666666667,DMNT,1,1,1,1
90,248.229,l3,8.833333333,DMNT,1,1,1,1
90,235.05,l3,9,DMNT,1,1,1,1
90,224.745,l3,9.166666667,DMNT,1,1,1,1
91,3.67708,l2,-0.666666667,DMNT,1,1,1,1
91,4.42728,l2,-0.5,DMNT,1,1,1,1
91,10.0831,l2,-0.333333333,DMNT,1,1,1,1
91,1.00E-08,l2,-0.166666667,DMNT,1,1,1,1
91,6.82004,l2,0,DMNT,1,1,1,1
91,8.14035,l2,0.166666667,DMNT,1,1,1,1
91,6.77772,l2,0.333333333,DMNT,1,1,1,1
91,8.2282,l2,0.5,DMNT,1,1,1,1
91,11.6057,l2,0.666666667,DMNT,1,1,1,1
91,10.9256,l2,0.833333333,DMNT,1,1,1,1
91,10.6084,l2,1,DMNT,1,1,1,1
91,33.6975,l2,1.166666667,DMNT,1,1,1,1
91,67.8229,l2,1.333333333,DMNT,1,1,1,1
91,149.944,l2,1.5,DMNT,1,1,1,1
91,236.409,l2,1.666666667,DMNT,1,1,1,1
91,306.559,l2,1.833333333,DMNT,1,1,1,1
91,526.469,l2,2,DMNT,1,1,1,1
91,681.961,l2,2.166666667,DMNT,1,1,1,1
91,840.148,l2,2.333333333,DMNT,1,1,1,1
91,892.188,l2,2.5,DMNT,1,1,1,1
91,903.15,l2,2.666666667,DMNT,1,1,1,1
91,1006.21,l2,2.833333333,DMNT,1,1,1,1
91,919.243,l2,3,DMNT,1,1,1,1
91,952.382,l2,3.166666667,DMNT,1,1,1,1
91,860.12,l2,3.333333333,DMNT,1,1,1,1
91,830.836,l2,3.5,DMNT,1,1,1,1
91,903.589,l2,3.666666667,DMNT,1,1,1,1
91,808.796,l2,3.833333333,DMNT,1,1,1,1
91,774.791,l2,4,DMNT,1,1,1,1
91,757.023,l2,4.166666667,DMNT,1,1,1,1
91,747.835,l2,4.333333333,DMNT,1,1,1,1
91,722.737,l2,4.5,DMNT,1,1,1,1
91,758.272,l2,4.666666667,DMNT,1,1,1,1
91,678.142,l2,4.833333333,DMNT,1,1,1,1
91,616.269,l2,5,DMNT,1,1,1,1
91,623.597,l2,5.166666667,DMNT,1,1,1,1
91,583.847,l2,5.333333333,DMNT,1,1,1,1
91,518.735,l2,5.5,DMNT,1,1,1,1
91,529.895,l2,5.666666667,DMNT,1,1,1,1
91,479.194,l2,5.833333333,DMNT,1,1,1,1
91,442.627,l2,6,DMNT,1,1,1,1
91,390.12,l2,6.166666667,DMNT,1,1,1,1
91,371.841,l2,6.333333333,DMNT,1,1,1,1
91,364.704,l2,6.5,DMNT,1,1,1,1
91,346.304,l2,6.666666667,DMNT,1,1,1,1
91,313.654,l2,6.833333333,DMNT,1,1,1,1
91,287.533,l2,7,DMNT,1,1,1,1
91,260.773,l2,7.166666667,DMNT,1,1,1,1
91,275.473,l2,7.333333333,DMNT,1,1,1,1
91,254.983,l2,7.5,DMNT,1,1,1,1
91,238.478,l2,7.666666667,DMNT,1,1,1,1
91,208.922,l2,7.833333333,DMNT,1,1,1,1
91,193.186,l2,8,DMNT,1,1,1,1
91,179.933,l2,8.166666667,DMNT,1,1,1,1
91,179.969,l2,8.333333333,DMNT,1,1,1,1
91,162.261,l2,8.5,DMNT,1,1,1,1
91,161.13,l2,8.666666667,DMNT,1,1,1,1
91,148.518,l2,8.833333333,DMNT,1,1,1,1
91,125.189,l2,9,DMNT,1,1,1,1
91,114.351,l2,9.166666667,DMNT,1,1,1,1
92,8.45559,a,-0.666666667,DMNT,1,1,1,1
92,7.20551,a,-0.5,DMNT,1,1,1,1
92,4.44152,a,-0.333333333,DMNT,1,1,1,1
92,7.35605,a,-0.166666667,DMNT,1,1,1,1
92,5.25682,a,0,DMNT,1,1,1,1
92,8.61852,a,0.166666667,DMNT,1,1,1,1
92,1.00E-08,a,0.333333333,DMNT,1,1,1,1
92,1.00E-08,a,0.5,DMNT,1,1,1,1
92,9.24099,a,0.666666667,DMNT,1,1,1,1
92,7.47515,a,0.833333333,DMNT,1,1,1,1
92,15.2092,a,1,DMNT,1,1,1,1
92,9.49399,a,1.166666667,DMNT,1,1,1,1
92,11.4958,a,1.333333333,DMNT,1,1,1,1
92,18.1954,a,1.5,DMNT,1,1,1,1
92,9.49123,a,1.666666667,DMNT,1,1,1,1
92,12.0223,a,1.833333333,DMNT,1,1,1,1
92,15.8115,a,2,DMNT,1,1,1,1
92,6.91574,a,2.166666667,DMNT,1,1,1,1
92,16.8899,a,2.333333333,DMNT,1,1,1,1
92,16.73,a,2.5,DMNT,1,1,1,1
92,13.6666,a,2.666666667,DMNT,1,1,1,1
92,20.8942,a,2.833333333,DMNT,1,1,1,1
92,14.4634,a,3,DMNT,1,1,1,1
92,17.783,a,3.166666667,DMNT,1,1,1,1
92,21.6598,a,3.333333333,DMNT,1,1,1,1
92,21.1649,a,3.5,DMNT,1,1,1,1
92,13.7536,a,3.666666667,DMNT,1,1,1,1
92,17.2964,a,3.833333333,DMNT,1,1,1,1
92,9.93261,a,4,DMNT,1,1,1,1
92,22.6788,a,4.166666667,DMNT,1,1,1,1
92,20.0035,a,4.333333333,DMNT,1,1,1,1
92,15.3218,a,4.5,DMNT,1,1,1,1
92,19.0238,a,4.666666667,DMNT,1,1,1,1
92,19.312,a,4.833333333,DMNT,1,1,1,1
92,11.7731,a,5,DMNT,1,1,1,1
92,16.9162,a,5.166666667,DMNT,1,1,1,1
92,17.4212,a,5.333333333,DMNT,1,1,1,1
92,13.6327,a,5.5,DMNT,1,1,1,1
92,21.4142,a,5.666666667,DMNT,1,1,1,1
92,8.57716,a,5.833333333,DMNT,1,1,1,1
92,9.22799,a,6,DMNT,1,1,1,1
92,18.0703,a,6.166666667,DMNT,1,1,1,1
92,15.2165,a,6.333333333,DMNT,1,1,1,1
92,13.5685,a,6.5,DMNT,1,1,1,1
92,18.2036,a,6.666666667,DMNT,1,1,1,1
92,12.7557,a,6.833333333,DMNT,1,1,1,1
92,15.0581,a,7,DMNT,1,1,1,1
92,14.0649,a,7.166666667,DMNT,1,1,1,1
92,12.5007,a,7.333333333,DMNT,1,1,1,1
92,12.9943,a,7.5,DMNT,1,1,1,1
92,15.4073,a,7.666666667,DMNT,1,1,1,1
92,7.75312,a,7.833333333,DMNT,1,1,1,1
92,12.6662,a,8,DMNT,1,1,1,1
92,11.2395,a,8.166666667,DMNT,1,1,1,1
92,14.3247,a,8.333333333,DMNT,1,1,1,1
92,11.3702,a,8.5,DMNT,1,1,1,1
92,8.70127,a,8.666666667,DMNT,1,1,1,1
92,13.2055,a,8.833333333,DMNT,1,1,1,1
92,12.6098,a,9,DMNT,1,1,1,1
92,12.4708,a,9.166666667,DMNT,1,1,1,1
