,Emission,Channel_number,comp,time,Type,intensity1,d1_time,Totalbio,Leaf3,gt
8126,0.504094,30,DMNT,12,a,0,NA,1.81,0.5,NC3000
8127,0.164627,30,DMNT,12.5,a,0,NA,1.81,0.5,NC3000
8128,1e-08,30,DMNT,13,a,0,NA,1.81,0.5,NC3000
8129,0.272474,30,DMNT,13.5,a,0,NA,1.81,0.5,NC3000
8130,1e-08,30,DMNT,14,a,0,NA,1.81,0.5,NC3000
8131,1.08191,30,DMNT,14.5,a,0,NA,1.81,0.5,NC3000
8132,1e-08,30,DMNT,15,a,0,NA,1.81,0.5,NC3000
8133,0.636278,30,DMNT,15.5,a,0,NA,1.81,0.5,NC3000
8134,1e-08,30,DMNT,16,a,0,NA,1.81,0.5,NC3000
8135,0.288079,30,DMNT,16.5,a,0,NA,1.81,0.5,NC3000
8136,0.2161,30,DMNT,17,a,0,NA,1.81,0.5,NC3000
8137,1.11484,30,DMNT,17.5,a,0,NA,1.81,0.5,NC3000
8138,0.491162,30,DMNT,18,a,0,NA,1.81,0.5,NC3000
8139,1e-08,30,DMNT,18.5,a,0,NA,1.81,0.5,NC3000
8140,0.641517,30,DMNT,19,a,0,NA,1.81,0.5,NC3000
8141,0.377435,30,DMNT,19.5,a,0,NA,1.81,0.5,NC3000
8142,0.34121,30,DMNT,20,a,0,NA,1.81,0.5,NC3000
8143,1e-08,30,DMNT,20.5,a,0,NA,1.81,0.5,NC3000
8144,0.469754,30,DMNT,21,a,0,NA,1.81,0.5,NC3000
8145,0.811144,30,DMNT,21.5,a,0,NA,1.81,0.5,NC3000
8326,1.50817,32,DMNT,-0.5,NC3000,6,11.5,1.84,0.52,NC3000
8327,1.05331,32,DMNT,0,NC3000,6,11.5,1.84,0.52,NC3000
8328,1.53725,32,DMNT,0.5,NC3000,6,11.5,1.84,0.52,NC3000
8329,1.0541,32,DMNT,1,NC3000,6,11.5,1.84,0.52,NC3000
8330,6.9648,32,DMNT,1.5,NC3000,6,11.5,1.84,0.52,NC3000
8331,20.6234,32,DMNT,2,NC3000,6,11.5,1.84,0.52,NC3000
8332,24.5689,32,DMNT,2.5,NC3000,6,11.5,1.84,0.52,NC3000
8333,18.5059,32,DMNT,3,NC3000,6,11.5,1.84,0.52,NC3000
8334,27.2715,32,DMNT,3.5,NC3000,6,11.5,1.84,0.52,NC3000
8335,23.0349,32,DMNT,4,NC3000,6,11.5,1.84,0.52,NC3000
8336,23.5057,32,DMNT,4.5,NC3000,6,11.5,1.84,0.52,NC3000
8337,16.4676,32,DMNT,5,NC3000,6,11.5,1.84,0.52,NC3000
8338,16.7766,32,DMNT,5.5,NC3000,6,11.5,1.84,0.52,NC3000
8339,12.9423,32,DMNT,6,NC3000,6,11.5,1.84,0.52,NC3000
8340,9.61885,32,DMNT,6.5,NC3000,6,11.5,1.84,0.52,NC3000
8341,12.6262,32,DMNT,7,NC3000,6,11.5,1.84,0.52,NC3000
8342,6.29142,32,DMNT,7.5,NC3000,6,11.5,1.84,0.52,NC3000
8343,4.16038,32,DMNT,8,NC3000,6,11.5,1.84,0.52,NC3000
8344,7.75858,32,DMNT,8.5,NC3000,6,11.5,1.84,0.52,NC3000
8345,4.82296,32,DMNT,9,NC3000,6,11.5,1.84,0.52,NC3000
8346,3.70733,32,DMNT,9.5,NC3000,6,11.5,1.84,0.52,NC3000
8347,4.92136,32,DMNT,10,NC3000,6,11.5,1.84,0.52,NC3000
8348,2.54568,32,DMNT,10.5,NC3000,6,11.5,1.84,0.52,NC3000
8349,2.34722,32,DMNT,11,NC3000,6,11.5,1.84,0.52,NC3000
8350,1.6283,32,DMNT,11.5,NC3000,6,11.5,1.84,0.52,NC3000
8351,1.97726,32,DMNT,12,NC3000,6,11.5,1.84,0.52,NC3000
8352,0.624445,32,DMNT,12.5,NC3000,6,11.5,1.84,0.52,NC3000
8353,1.6868,32,DMNT,13,NC3000,6,11.5,1.84,0.52,NC3000
8354,0.127735,32,DMNT,13.5,NC3000,6,11.5,1.84,0.52,NC3000
8355,0.93691,32,DMNT,14,NC3000,6,11.5,1.84,0.52,NC3000
8356,0.0168666,32,DMNT,14.5,NC3000,6,11.5,1.84,0.52,NC3000
8357,1.14502,32,DMNT,15,NC3000,6,11.5,1.84,0.52,NC3000
8358,0.871146,32,DMNT,15.5,NC3000,6,11.5,1.84,0.52,NC3000
8359,0.835407,32,DMNT,16,NC3000,6,11.5,1.84,0.52,NC3000
8360,0.000857115,32,DMNT,16.5,NC3000,6,11.5,1.84,0.52,NC3000
8361,1.38736,32,DMNT,17,NC3000,6,11.5,1.84,0.52,NC3000
8362,1.84366,32,DMNT,17.5,NC3000,6,11.5,1.84,0.52,NC3000
8363,1.19408,32,DMNT,18,NC3000,6,11.5,1.84,0.52,NC3000
8364,1.10251,32,DMNT,18.5,NC3000,6,11.5,1.84,0.52,NC3000
8365,0.909765,32,DMNT,19,NC3000,6,11.5,1.84,0.52,NC3000
8366,1.31692,32,DMNT,19.5,NC3000,6,11.5,1.84,0.52,NC3000
8367,0.940344,32,DMNT,20,NC3000,6,11.5,1.84,0.52,NC3000
8368,0.756485,32,DMNT,20.5,NC3000,6,11.5,1.84,0.52,NC3000
8369,1.54093,32,DMNT,21,NC3000,6,11.5,1.84,0.52,NC3000
8370,0.660549,32,DMNT,21.5,NC3000,6,11.5,1.84,0.52,NC3000
8551,1.18825,37,DMNT,-0.5,a,0,NA,2.06,0.51,NC3000
8552,0.670071,37,DMNT,0,a,0,NA,2.06,0.51,NC3000
8553,0.716278,37,DMNT,0.5,a,0,NA,2.06,0.51,NC3000
8554,1e-08,37,DMNT,1,a,0,NA,2.06,0.51,NC3000
8555,1.09074,37,DMNT,1.5,a,0,NA,2.06,0.51,NC3000
8556,1e-08,37,DMNT,2,a,0,NA,2.06,0.51,NC3000
8557,0.399715,37,DMNT,2.5,a,0,NA,2.06,0.51,NC3000
8558,1.031,37,DMNT,3,a,0,NA,2.06,0.51,NC3000
8559,0.862238,37,DMNT,3.5,a,0,NA,2.06,0.51,NC3000
8560,0.739977,37,DMNT,4,a,0,NA,2.06,0.51,NC3000
8561,0.964287,37,DMNT,4.5,a,0,NA,2.06,0.51,NC3000
8562,0.856444,37,DMNT,5,a,0,NA,2.06,0.51,NC3000
8563,0.662392,37,DMNT,5.5,a,0,NA,2.06,0.51,NC3000
8564,0.722162,37,DMNT,6,a,0,NA,2.06,0.51,NC3000
8565,0.733958,37,DMNT,6.5,a,0,NA,2.06,0.51,NC3000
8566,1.10735,37,DMNT,7,a,0,NA,2.06,0.51,NC3000
8567,1.01824,37,DMNT,7.5,a,0,NA,2.06,0.51,NC3000
8568,1e-08,37,DMNT,8,a,0,NA,2.06,0.51,NC3000
8569,0.0982711,37,DMNT,8.5,a,0,NA,2.06,0.51,NC3000
8570,1e-08,37,DMNT,9,a,0,NA,2.06,0.51,NC3000
8571,0.636405,37,DMNT,9.5,a,0,NA,2.06,0.51,NC3000
8572,0.384962,37,DMNT,10,a,0,NA,2.06,0.51,NC3000
8573,0.437405,37,DMNT,10.5,a,0,NA,2.06,0.51,NC3000
8574,0.338335,37,DMNT,11,a,0,NA,2.06,0.51,NC3000
8575,0.283145,37,DMNT,11.5,a,0,NA,2.06,0.51,NC3000
8576,0.138852,37,DMNT,12,a,0,NA,2.06,0.51,NC3000
8577,0.626552,37,DMNT,12.5,a,0,NA,2.06,0.51,NC3000
8578,0.597093,37,DMNT,13,a,0,NA,2.06,0.51,NC3000
8579,0.622672,37,DMNT,13.5,a,0,NA,2.06,0.51,NC3000
8580,0.324509,37,DMNT,14,a,0,NA,2.06,0.51,NC3000
8581,0.706737,37,DMNT,14.5,a,0,NA,2.06,0.51,NC3000
8582,0.804681,37,DMNT,15,a,0,NA,2.06,0.51,NC3000
8583,0.853758,37,DMNT,15.5,a,0,NA,2.06,0.51,NC3000
8584,0.69109,37,DMNT,16,a,0,NA,2.06,0.51,NC3000
8585,0.656025,37,DMNT,16.5,a,0,NA,2.06,0.51,NC3000
8586,0.653072,37,DMNT,17,a,0,NA,2.06,0.51,NC3000
8587,0.690263,37,DMNT,17.5,a,0,NA,2.06,0.51,NC3000
8588,0.325725,37,DMNT,18,a,0,NA,2.06,0.51,NC3000
8589,0.516064,37,DMNT,18.5,a,0,NA,2.06,0.51,NC3000
8590,0.0728431,37,DMNT,19,a,0,NA,2.06,0.51,NC3000
8591,0.665229,37,DMNT,19.5,a,0,NA,2.06,0.51,NC3000
8592,0.329087,37,DMNT,20,a,0,NA,2.06,0.51,NC3000
8593,0.988464,37,DMNT,20.5,a,0,NA,2.06,0.51,NC3000
8594,0.499624,37,DMNT,21,a,0,NA,2.06,0.51,NC3000
8595,0.0433496,37,DMNT,21.5,a,0,NA,2.06,0.51,NC3000
9226,0.753623,54,DMNT,-0.5,a,0,NA,1.76,0.48,NC3000
9227,0.0834841,54,DMNT,0,a,0,NA,1.76,0.48,NC3000
9228,0.511627,54,DMNT,0.5,a,0,NA,1.76,0.48,NC3000
9229,0.868335,54,DMNT,1,a,0,NA,1.76,0.48,NC3000
9230,1e-08,54,DMNT,1.5,a,0,NA,1.76,0.48,NC3000
9231,0.0378821,54,DMNT,2,a,0,NA,1.76,0.48,NC3000
9232,1e-08,54,DMNT,2.5,a,0,NA,1.76,0.48,NC3000
9233,0.795098,54,DMNT,3,a,0,NA,1.76,0.48,NC3000
9234,0.778688,54,DMNT,3.5,a,0,NA,1.76,0.48,NC3000
9235,1e-08,54,DMNT,4,a,0,NA,1.76,0.48,NC3000
9236,1.30456,54,DMNT,4.5,a,0,NA,1.76,0.48,NC3000
9237,0.840176,54,DMNT,5,a,0,NA,1.76,0.48,NC3000
9238,0.351663,54,DMNT,5.5,a,0,NA,1.76,0.48,NC3000
9239,1e-08,54,DMNT,6,a,0,NA,1.76,0.48,NC3000
9240,0.0683416,54,DMNT,6.5,a,0,NA,1.76,0.48,NC3000
9241,0.861824,54,DMNT,7,a,0,NA,1.76,0.48,NC3000
9242,0.918672,54,DMNT,7.5,a,0,NA,1.76,0.48,NC3000
9243,1e-08,54,DMNT,8,a,0,NA,1.76,0.48,NC3000
9244,0.377759,54,DMNT,8.5,a,0,NA,1.76,0.48,NC3000
9245,1e-08,54,DMNT,9,a,0,NA,1.76,0.48,NC3000
9246,1e-08,54,DMNT,9.5,a,0,NA,1.76,0.48,NC3000
9247,1e-08,54,DMNT,10,a,0,NA,1.76,0.48,NC3000
9248,1e-08,54,DMNT,10.5,a,0,NA,1.76,0.48,NC3000
9249,0.0453654,54,DMNT,11,a,0,NA,1.76,0.48,NC3000
9250,0.224523,54,DMNT,11.5,a,0,NA,1.76,0.48,NC3000
9251,0.614359,54,DMNT,12,a,0,NA,1.76,0.48,NC3000
9252,1e-08,54,DMNT,12.5,a,0,NA,1.76,0.48,NC3000
9253,1e-08,54,DMNT,13,a,0,NA,1.76,0.48,NC3000
9254,0.508353,54,DMNT,13.5,a,0,NA,1.76,0.48,NC3000
9255,1e-08,54,DMNT,14,a,0,NA,1.76,0.48,NC3000
9256,0.884753,54,DMNT,14.5,a,0,NA,1.76,0.48,NC3000
9257,1e-08,54,DMNT,15,a,0,NA,1.76,0.48,NC3000
9258,1e-08,54,DMNT,15.5,a,0,NA,1.76,0.48,NC3000
9259,0.133228,54,DMNT,16,a,0,NA,1.76,0.48,NC3000
9260,1e-08,54,DMNT,16.5,a,0,NA,1.76,0.48,NC3000
9261,0.59039,54,DMNT,17,a,0,NA,1.76,0.48,NC3000
9262,0.292178,54,DMNT,17.5,a,0,NA,1.76,0.48,NC3000
9263,0.699342,54,DMNT,18,a,0,NA,1.76,0.48,NC3000
9264,0.651897,54,DMNT,18.5,a,0,NA,1.76,0.48,NC3000
9265,0.736639,54,DMNT,19,a,0,NA,1.76,0.48,NC3000
9266,0.68417,54,DMNT,19.5,a,0,NA,1.76,0.48,NC3000
9267,0.509588,54,DMNT,20,a,0,NA,1.76,0.48,NC3000
9268,0.501914,54,DMNT,20.5,a,0,NA,1.76,0.48,NC3000
9269,1e-08,54,DMNT,21,a,0,NA,1.76,0.48,NC3000
9270,1.12138,54,DMNT,21.5,a,0,NA,1.76,0.48,NC3000
9451,0.780612,56,DMNT,-0.5,NC3000,6,11.5,1.58,0.41,NC3000
9452,0.562898,56,DMNT,0,NC3000,6,11.5,1.58,0.41,NC3000
9453,0.759875,56,DMNT,0.5,NC3000,6,11.5,1.58,0.41,NC3000
9454,1.13475,56,DMNT,1,NC3000,6,11.5,1.58,0.41,NC3000
9455,7.8537,56,DMNT,1.5,NC3000,6,11.5,1.58,0.41,NC3000
9456,18.9141,56,DMNT,2,NC3000,6,11.5,1.58,0.41,NC3000
9457,20.5766,56,DMNT,2.5,NC3000,6,11.5,1.58,0.41,NC3000
9458,23.2779,56,DMNT,3,NC3000,6,11.5,1.58,0.41,NC3000
9459,24.4702,56,DMNT,3.5,NC3000,6,11.5,1.58,0.41,NC3000
9460,20.6134,56,DMNT,4,NC3000,6,11.5,1.58,0.41,NC3000
9461,17.273,56,DMNT,4.5,NC3000,6,11.5,1.58,0.41,NC3000
9462,13.7108,56,DMNT,5,NC3000,6,11.5,1.58,0.41,NC3000
9463,11.0919,56,DMNT,5.5,NC3000,6,11.5,1.58,0.41,NC3000
9464,1.81841,56,DMNT,6,NC3000,6,11.5,1.58,0.41,NC3000
9465,11.958,56,DMNT,6.5,NC3000,6,11.5,1.58,0.41,NC3000
9466,9.64289,56,DMNT,7,NC3000,6,11.5,1.58,0.41,NC3000
9467,5.37588,56,DMNT,7.5,NC3000,6,11.5,1.58,0.41,NC3000
9468,7.30384,56,DMNT,8,NC3000,6,11.5,1.58,0.41,NC3000
9469,5.48906,56,DMNT,8.5,NC3000,6,11.5,1.58,0.41,NC3000
9470,4.49533,56,DMNT,9,NC3000,6,11.5,1.58,0.41,NC3000
9471,4.38548,56,DMNT,9.5,NC3000,6,11.5,1.58,0.41,NC3000
9472,2.62721,56,DMNT,10,NC3000,6,11.5,1.58,0.41,NC3000
9473,1.00738,56,DMNT,10.5,NC3000,6,11.5,1.58,0.41,NC3000
9474,2.69662,56,DMNT,11,NC3000,6,11.5,1.58,0.41,NC3000
9475,1.5224,56,DMNT,11.5,NC3000,6,11.5,1.58,0.41,NC3000
9476,0.59803,56,DMNT,12,NC3000,6,11.5,1.58,0.41,NC3000
9477,1.65794,56,DMNT,12.5,NC3000,6,11.5,1.58,0.41,NC3000
9478,1.48622,56,DMNT,13,NC3000,6,11.5,1.58,0.41,NC3000
9479,1.61975,56,DMNT,13.5,NC3000,6,11.5,1.58,0.41,NC3000
9480,1.12202,56,DMNT,14,NC3000,6,11.5,1.58,0.41,NC3000
9481,1.42614,56,DMNT,14.5,NC3000,6,11.5,1.58,0.41,NC3000
9482,0.901605,56,DMNT,15,NC3000,6,11.5,1.58,0.41,NC3000
9483,1.66011,56,DMNT,15.5,NC3000,6,11.5,1.58,0.41,NC3000
9484,0.3722,56,DMNT,16,NC3000,6,11.5,1.58,0.41,NC3000
9485,0.977351,56,DMNT,16.5,NC3000,6,11.5,1.58,0.41,NC3000
9486,0.57461,56,DMNT,17,NC3000,6,11.5,1.58,0.41,NC3000
9487,1e-08,56,DMNT,17.5,NC3000,6,11.5,1.58,0.41,NC3000
9488,0.944633,56,DMNT,18,NC3000,6,11.5,1.58,0.41,NC3000
9489,0.285462,56,DMNT,18.5,NC3000,6,11.5,1.58,0.41,NC3000
9490,0.808853,56,DMNT,19,NC3000,6,11.5,1.58,0.41,NC3000
9491,1e-08,56,DMNT,19.5,NC3000,6,11.5,1.58,0.41,NC3000
9492,1.3977,56,DMNT,20,NC3000,6,11.5,1.58,0.41,NC3000
9493,1.42477,56,DMNT,20.5,NC3000,6,11.5,1.58,0.41,NC3000
9494,0.71361,56,DMNT,21,NC3000,6,11.5,1.58,0.41,NC3000
9495,0.940702,56,DMNT,21.5,NC3000,6,11.5,1.58,0.41,NC3000
10351,0.652089,79,DMNT,-0.5,a,0,NA,1.5,0.43,NC3000
10352,1.08466,79,DMNT,0,a,0,NA,1.5,0.43,NC3000
10353,0.548116,79,DMNT,0.5,a,0,NA,1.5,0.43,NC3000
10354,0.411972,79,DMNT,1,a,0,NA,1.5,0.43,NC3000
10355,1e-08,79,DMNT,1.5,a,0,NA,1.5,0.43,NC3000
10356,1.16061,79,DMNT,2,a,0,NA,1.5,0.43,NC3000
10357,1e-08,79,DMNT,2.5,a,0,NA,1.5,0.43,NC3000
10358,1.19383,79,DMNT,3,a,0,NA,1.5,0.43,NC3000
10359,0.655425,79,DMNT,3.5,a,0,NA,1.5,0.43,NC3000
10360,0.954688,79,DMNT,4,a,0,NA,1.5,0.43,NC3000
10361,1e-08,79,DMNT,4.5,a,0,NA,1.5,0.43,NC3000
10362,0.704746,79,DMNT,5,a,0,NA,1.5,0.43,NC3000
10363,1e-08,79,DMNT,5.5,a,0,NA,1.5,0.43,NC3000
10364,0.779707,79,DMNT,6,a,0,NA,1.5,0.43,NC3000
10365,1e-08,79,DMNT,6.5,a,0,NA,1.5,0.43,NC3000
10366,1e-08,79,DMNT,7,a,0,NA,1.5,0.43,NC3000
10367,1e-08,79,DMNT,7.5,a,0,NA,1.5,0.43,NC3000
10368,0.25905,79,DMNT,8,a,0,NA,1.5,0.43,NC3000
10369,1e-08,79,DMNT,8.5,a,0,NA,1.5,0.43,NC3000
10370,1e-08,79,DMNT,9,a,0,NA,1.5,0.43,NC3000
10371,1e-08,79,DMNT,9.5,a,0,NA,1.5,0.43,NC3000
10372,1.1718,79,DMNT,10,a,0,NA,1.5,0.43,NC3000
10373,0.471736,79,DMNT,10.5,a,0,NA,1.5,0.43,NC3000
10374,1e-08,79,DMNT,11,a,0,NA,1.5,0.43,NC3000
10375,0.816247,79,DMNT,11.5,a,0,NA,1.5,0.43,NC3000
10376,1.10895,79,DMNT,12,a,0,NA,1.5,0.43,NC3000
10377,1.56578,79,DMNT,12.5,a,0,NA,1.5,0.43,NC3000
10378,0.145332,79,DMNT,13,a,0,NA,1.5,0.43,NC3000
10379,0.624548,79,DMNT,13.5,a,0,NA,1.5,0.43,NC3000
10380,0.852942,79,DMNT,14,a,0,NA,1.5,0.43,NC3000
10381,0.751411,79,DMNT,14.5,a,0,NA,1.5,0.43,NC3000
10382,0.600912,79,DMNT,15,a,0,NA,1.5,0.43,NC3000
10383,0.454438,79,DMNT,15.5,a,0,NA,1.5,0.43,NC3000
10384,0.680863,79,DMNT,16,a,0,NA,1.5,0.43,NC3000
10385,0.677596,79,DMNT,16.5,a,0,NA,1.5,0.43,NC3000
10386,0.521648,79,DMNT,17,a,0,NA,1.5,0.43,NC3000
10387,0.622294,79,DMNT,17.5,a,0,NA,1.5,0.43,NC3000
10388,1e-08,79,DMNT,18,a,0,NA,1.5,0.43,NC3000
10389,1.41874,79,DMNT,18.5,a,0,NA,1.5,0.43,NC3000
10390,0.511457,79,DMNT,19,a,0,NA,1.5,0.43,NC3000
10391,0.872967,79,DMNT,19.5,a,0,NA,1.5,0.43,NC3000
10392,1.12613,79,DMNT,20,a,0,NA,1.5,0.43,NC3000
10393,0.14413,79,DMNT,20.5,a,0,NA,1.5,0.43,NC3000
10394,0.0387536,79,DMNT,21,a,0,NA,1.5,0.43,NC3000
10395,0.826778,79,DMNT,21.5,a,0,NA,1.5,0.43,NC3000
